Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2377ed4b7fee7eb738ec3d2710fafdf1?e=15|*|||,Class 8 Book Solution from Ganit Prabha in The Concept of Rational Numbers Question No: 7.11,দুটি সরলরেখা পরস্পর ছেদ করলে যে চারটি কোন উৎপন্ন হয় তাদের সমষ্টি চার সমকোণ - প্রমান করি ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2468fa83a1b319c423755915e4bd5db5?e=16|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.2.2(h),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/246e318cfbdc96cda5792f0de65ca4f7?e=17|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.3.6(iii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2511e96d4952f126da325720ff9a9c5b?e=18|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.2.13,"250 জন লোক 50 মিটার দীর্ঘ, 35 মিটার প্রশস্থ এবং 5.2 মিটার গভীর একটি পুকুর প্রতিদিন 10 ঘন্টা কাজ করে 18 দিনে কাটতে পারেন । 65 মিটার দীর্ঘ, 40 মিটার প্রশস্থ এবং 5.6 মিটার গভীর ওপর একটি পুকুর 300 জন লোক প্রতিদিন 8 ঘন্টা কাজ করে কতদিনে কাটতে পারবেন তা ত্রৈরাশিক পদ্ধতিতে হিসাব করি ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2575f610d10223fc147f52f3ea1b8a55?e=19|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.2.2(k),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/25864ea761942aeb814fa6e7a2b735b9?e=0|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 216,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/25e6292d077126cf45de1964d8d1d190?e=1|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.1.1,আজ আমার বাবা 390 টাকায় 15 কিগ্ৰা. চাল কিনে এনেছেন । যদি 17 কিগ্ৰা একইরকম চাল কিনতেন তবে বাবা কত টাকা খরচ করতেন ত্রৈরাশিক পদ্ধতিতে হিসাব করে লিখি ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2699e39ceeb0b247fc3881ce86493a01?e=2|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.2.1(ii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/27a1a62df373f7febe4280708fa52ba2?e=3|*|||,Class 8 Book Solution from Miscellaneous in Review of Preface Question No: 55,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/288bb97256a8b09a01f309597cc92b57?e=4|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.3(xi),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/28b8a0eeb68d6cede0243dbb0278640a?e=5|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.2.2(e),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/29ef4956466486e26fe66e2e66811b0f?e=6|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.11(iv),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2a3fa9c97aa0eb2e1784d8999b7e5590?e=7|*|||,Class 8 Book Solution from Ganit Prabha in Equation Formation and Solution Question No: 19.7,দুটি সংখ্যার যোগফল 89 এবং অন্তর 15 হলে সংখ্যা দুটির মান খুঁজি ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2a41a991e42379eb8f9da288c1d4b6de?e=8|*|||,Class 8 Book Solution from Ganit Prabha in Geometric Proof Question No: 20.2.9,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2a96c687dc2164e8e513cb5eba39dace?e=9|*|||,Class 8 Book Solution from Miscellaneous in Analysis of The Product of Algebraic Numbers Question No: 276,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2b8ad057502f1ded3c711ef46a55de56?e=10|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.3(ii),আমি সামান্তরিক আঁকি আর কাগজ কেটে কোণগুলি ভাঁজ করে দেখি সামান্তরিকের কর্ণদ্বয় পরস্পরকে কিভাবে ছেদ করে ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2be842390ffe5cb5ae0764190f78e938?e=11|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.4(iii),"2 কিগ্ৰা. 250 গ্রাম, 0.72 কুইন্টালের শতকরা কত লিখি।",VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2cbbc8c1662837706d83abb4999c4815?e=12|*|||,Class 8 Book Solution from Ganit Prabha in Equation Formation and Solution Question No: 19.15(ii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2cfa20f09fa2f056900cba810b1849f8?e=13|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.1.2(xv),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2d05f90bb95160eff5198d2d29dafd61?e=14|*|||,Class 8 Book Solution from Ganit Prabha in Mixture Question No: 12.3,বিজনবাবু ফিনাইল ও জল 2 : 23 অনুপাতে মিশিয়ে 60 লিটার ফিনাইল গোলা জল তৈরি করেছেন । এই ফিনাইল গোলা জলে আর কত লিটার ফিনাইল মেশালে ফিনাইল ও জলের পরিমানের অনুপাত 9 : 46 হবে হিসাব করে লিখি ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2d1e815583df623617a6be7ace5ae365?e=15|*|||,Class 8 Book Solution from Ganit Prabha in The Concept of Rational Numbers Question No: 3.8,4টি মূলদ সংখ্যা লিখি যারা 1-এর থেকে বড়ো কিন্তু 2-এর থেকে ছোট ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2d38018d8a9690a390f179a46520ee0e?e=16|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.15,"একটি বিধানসভা কেন্দ্রের ভোটারদের 80% ভোট দিয়েছেন এবং বিজয়ী প্রার্থী প্রদত্ত ভোটের 65% ভোট পেয়ে নির্বাচিত হয়েছেন । তিনি মোট ভোটের শতকরা কত ভোট পেয়েছেন, হিসেবে করে লিখি।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2dfe326780d73d7c6b99a154fc97b984?e=17|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.2.3(vi),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2e34c6125bb161d11d626f04c50ff21e?e=18|*|||,Class 8 Book Solution from Ganit Prabha in Equation Formation and Solution Question No: 19.13,N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2e60e01e84fc0e3991fb93334b2ed286?e=19|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.2.1(iii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2ec3279655d7917210f0dda096b1a292?e=0|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.8(i),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2f22bdbdda46089ac3810b9563254ed5?e=1|*|||,Class 8 Book Solution from Ganit Prabha in Equation Formation and Solution Question No: 19.6,রাজু দুই অঙ্ক বিশিষ্ট একটি সংখ্যা লিখলো যার দশক স্থানীয় অঙ্ক একক স্থানীয় অঙ্কের তিনগুন এবং অঙ্ক দুটি স্থান বিনিময় করলে যে সংখ্যাটি তৈরী হবে তা মূল সংখ্যাটি থেকে 36 কম । রাজুর লেখা দুই অঙ্ক বিশিষ্ট সংখ্যাটি লিখি ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/2fb1857472905b147b9195960714be6e?e=2|*|||,Class 8 Book Solution from Miscellaneous in Time and Work Question No: 138,একটি দেওয়াল ঘড়িতে 5 টার ঘন্টা বাজতে 5 সেকেন্ড লাগে; তবে 10 টার ঘন্টা বাজতে কত সময় লাগবে?,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/303222020290dd9851007b340f002ae6?e=3|*|||,Class 8 Book Solution from Ganit Prabha in The Concept of Rational Numbers Question No: 7.9,চারটি রশ্মি একটি বিন্দুতে এমনভাবে মিলিত হয় যে বিপরীত দিকের কোণগুলি সমান। প্রমান করি যে ওই চারটি রশ্মি দ্বারা দুটি সরলরেখা তৈরী হয় ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/307d3835112d80424abb6697524a9a63?e=4|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.2(i),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/307f6ec93ed9824840c725c32b2ffcfb?e=5|*|||,Class 8 Book Solution from Miscellaneous in Review of Preface Question No: 108,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/316d5b693d2a39951f0035d3febca40c?e=6|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.1.8(a),"আমাদের পাড়ার ক্লাবঘরের দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 7.2 মিটার, 5.5 মিটার ও 4.2 মিটার । ঘরে 3 মিটার লম্বা ও 1.8 মিটার চওড়া 1 টি দরজা এবং 2.25 মিটার লম্বা ও 1.8 মিটার চওড়া মাপের 2 টি জানালা আছে ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/318b062c5ac8a2bef4c3bcf19e5044c4?e=7|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.3(vii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3285e1ab2952b633a6a2d2da59ce05e4?e=8|*|||,Class 8 Book Solution from Ganit Prabha in Mixture Question No: 12.6,"দুই প্রকার গুঁড়ো-সাবানে সোডা ও সাবান গুঁড়োর পরিমানের অনুপাত যথাক্রমে 2:3 এবং 4:5; যদি প্রথম প্রকারের 10 কিগ্রা.-এর সঙ্গে দ্বিতীয় প্রকারের 18 কিগ্রা মেশান হয়, তবে নতুন গুঁড়ো সাবানে কত অংশ সাবান গুঁড়ো থাকবে হিসাব করে লিখি ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/32e50d96318cd495fa33ac89024584a4?e=9|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.2.2(b),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/32f0d08a6264a9d4ccf9a6cb0e338605?e=10|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.2(vi),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/34e9c75a706330c3b7e41c454a0a065f?e=11|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.7(iv),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3690cf65be4564195eda4c319d136b46?e=12|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.2.8,N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/382665b2525aaeb32a2cb8e05cb7d5a0?e=13|*|||,Class 8 Book Solution from Ganit Prabha in Geometric Proof Question No: 20.1.4,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/383af822efc895cad7318b67c4354c2e?e=14|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.12,"চিনির মূল্য 20% বেড়ে গেছে । তাই চিনির মাসিক খরচ অপরিবর্তিত রাখতে চিনির মাসিক ব্যবহারের পরিমাণ শতকরা কত কম করতে হবে, হিসেবে করে লিখি।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/389aee29c57a444f75156ed563e081df?e=15|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.2.11,একটি জাহাজের কলকাতা থেকে কোচিন যেতে 25 দিন সময় লাগে। জাহাজটি 36 জন নাবিকসহ এবং প্রত্যেক নাবিকের জন্য প্রতিদিন 850 গ্রাম খাবারের ব্যবস্থা করে যাত্রা শুরু করল। কিন্তু 13 দিন পরে ওই জাহাটি অপর একটি ডুবন্ত জাহাজ থেকে 15 জন নাবিককে উদ্ধার করলো এবং জাহাজটির গতিবেগ বাড়িয়ে দিয়ে 10 দিনে কোচিন পৌঁছোল। এখন প্রত্যেক ...Show More ,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/38d403e0d39f48c8976159e81d5da903?e=16|*|||,Class 8 Book Solution from Ganit Prabha in The Concept of Rational Numbers Question No: 3.10(c),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3a016af3a3cd8e5a200f1aba492cddf3?e=17|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.2(ii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3a2292e2e6bb3ed63473cda863e8a1b2?e=18|*|||,Class 8 Book Solution from Ganit Prabha in Equation Formation and Solution Question No: 19.15(xi),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3afa7d03d8d6dcd30c24834eb92a7198?e=19|*|||,Class 8 Book Solution from Ganit Prabha in Geometric Proof Question No: 20.2.14,প্রমান করি যে একটি চতুর্ভুজের যেকোনো দুটি সন্নিহিত কোণের সমদ্বিখণ্ডকদ্বয়ের দ্বারা উৎপন্ন কোণ চতুর্ভুজের অপর কোণদ্বয়ের সমষ্টির অর্ধেক ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3b1c84e01c5b80e14eaf306253480afc?e=0|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.7(iii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3baa6681ca50e08817d066a9648f88a3?e=1|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.1.2(iii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/3e210812921e76f15aab2924dab70146?e=2|*|||,"Class 8 Book Solution from Ganit Prabha in Complete Angles, Complementary Angles and Adjacent Angles Question No: 6.11",N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/414d0f4e5bfd8583d3e45e841e16569e?e=3|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.9(iii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/42555335bf4fce6068683c4e1d628391?e=4|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.3(iii),"আমি বর্গাকার কাগজ ভাঁজ করে বর্গক্ষেত্র, আয়তক্ষেত্র ও রম্বসের কর্ণের ধর্ম যাচাই করি ।",VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/42bc7251887be28b0d47eae34658a6ad?e=5|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.2(i),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/430979d53af09256526c8d4dcbdf5c6d?e=6|*|||,Class 8 Book Solution from Ganit Prabha in Multiplication and Division of Algebraic Numbers Question No: 4.2.2,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/43312baa8650975c8a4855742a00c8f8?e=7|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.4(i),"2.25 টাকা, 5 টাকার শতকরা কত লিখি।",VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/43c8e677780dedd93bc780672af2c66c?e=8|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.5(i),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/43d1db05bbe1ce68fb89cb1621ca35b5?e=9|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.12(iii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/440b3c9afcba5faca14cd713b699db89?e=10|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.1.3,অজন্তা হাউসিং কমপ্লেক্সের বর্গক্ষেত্রাকার পার্কের বাইরের চারদিকে 3 মিটার চওড়া একটি রাস্তা আছে । রাস্তাসমেত পার্কের পরিসীমা 484 মিটার হলে রাস্তাটির ক্ষেত্রফল হিসাব করি ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/44883bf7bd4bade920848389b90fc070?e=11|*|||,Class 8 Book Solution from Ganit Prabha in Geometric Proof Question No: 20.1.7,"প্রমান করি যে, একটি চতুর্ভুজের কর্ণদ্বয়ের দৈর্ঘ্যের সমষ্টি চতুর্ভুজটির অর্ধ-পরিসীমার চেয়ে বড়ো ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/44d0573e228f0d070e89cb3657da1a41?e=12|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.2.2(c),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/451f2718127a2d2665f04078f0794cb7?e=13|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.3.4,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/462d7121d11216b50293b4b28b033cde?e=14|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.1.8(d),"আমাদের পাড়ার ক্লাবঘরের দৈর্ঘ্য, প্রস্থ ও উচ্চতা যথাক্রমে 7.2 মিটার, 5.5 মিটার ও 4.2 মিটার । ঘরে 3 মিটার লম্বা ও 1.8 মিটার চওড়া 1 টি দরজা এবং 2.25 মিটার লম্বা ও 1.8 মিটার চওড়া মাপের 2 টি জানালা আছে ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/474e36ffd91e9986408e1d1ac0915f48?e=15|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.3(xii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/479ac543b20c2def3ac33e4e9b21e365?e=16|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.3(i),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/48b434cf62e36aa4b26b8eb369748421?e=17|*|||,Class 8 Book Solution from Miscellaneous in Simplification of Algebraic Numbers Question No: 71,N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/48d964392e3aa3801ae1b08757ebeed9?e=18|*|||,Class 8 Book Solution from Miscellaneous in Review of Preface Question No: 124,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/494c66a77e2c2218ee9f55a64cfe1c88?e=19|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.2.1(iv),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4a1de3057e4c519822a58a0ecce63859?e=0|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.14,"উৎপলবাবু অধিক ফলনশীল ধানবীজ ব্যবহার করে ধানের ফলন 55% বৃদ্ধি পেয়েছে । কিন্তু তার জন্য চাষের খরচ 40% বেড়েছে । আগে উৎপলবাবু তার জমিতে 1200 টাকা খরচ করে 3000 টাকার ফলন পেতেন । এখন জমিতে অধিক ফলনশীল ধানবীজ ব্যবহার করায় তার আয় কত পরিমান বাড়বে না কমবে, হিসেবে করে লিখি।",VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4bc4081d942e36fd6ceed82382fc2f48?e=1|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.1.2(xviii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4bd2d42b6fc4ce7e51373f9dbe9efabc?e=2|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.2(ii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4d1f02464ff6e88305e9adcee05b1b89?e=3|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.1.6,নসিবপুর গ্রামের একটি খামারের 42 জন সদস্য 24 দিনে খামারের সমস্ত জমি চাষ করতে পারেন । কিন্তু চাষের মরসুমে 6 জন সদস্য হঠাৎ অসুস্থ হয়ে পড়েন । খামারের সমস্ত জমি চাষ করতে অবশিষ্ট জনের কতদিন সময় লাগবে ত্রৈরাশিক পদ্ধতিতে হিসাব করে লিখি ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4db780e9fb95e4c4a94fcb8de1e251f5?e=4|*|||,Class 8 Book Solution from Miscellaneous in Diagnosis of Cube Question No: 26,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4e277b58ff7a7e1a2a2cb3c29efecd58?e=5|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.3.6(xiii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4e4c38bcc4b6f3457a4683ccf2f27527?e=6|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.2.2,"সুভাষকাকার হাতে লেখা একটি 105 পৃষ্ঠার বইয়ের প্রতি পৃষ্ঠায় গড়ে 25টি করে লাইন আছে এবং প্রতি লাইনে গড়ে 8 টি করে শব্দ আছে । এই বইটি যদি এমনভাবে চাপায় যাতে প্রতি পৃষ্ঠায় 30টি করে লাইন থাকবে এবং প্রতি লাইনে গড়ে 10টি করে শব্দ থাকবে, তবে সেই চাপা বইটি কত পৃষ্ঠার বই হবে ত্রৈরাশিক পদ্ধতিতে হিসাব করি ।",VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4ed6f371c214013877a2a84cfa339957?e=7|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.3(vii),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4f40f0cb89e9993bd8e4360db9312dba?e=8|*|||,"Class 8 Book Solution from Miscellaneous in Complete Angles, Complementary Angles and Adjacent Angles Question No: 274",N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/4fc50fb8978bb9cac1a8a8457158dde4?e=9|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.3(v),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/50a10e0a7f59013c4405b4d489712fdb?e=10|*|||,Class 8 Book Solution from Ganit Prabha in Diagnosis of Cube Question No: 5.3.6(ix),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/50bcac5bc7c72ebd65f80db6b0bf12e6?e=11|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.10(ii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/50d6143207e9c9012c31ec72c9f0d6e2?e=12|*|||,Class 8 Book Solution from Ganit Prabha in Analysis of The Product of Algebraic Numbers Question No: 13.2.1(vii),N/A,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/511daa888a50b6a6b56832ba1aa84a52?e=13|*|||,Class 8 Book Solution from Ganit Prabha in Geometric Proof Question No: 20.2.10,N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/5165bf0d70b855052902bd12b9c5ed8e?e=14|*|||,Class 8 Book Solution from Ganit Prabha in Simplification of Algebraic Numbers Question No: 15.3(vi),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/51ae70f53bb659a1b77c9f499841c644?e=15|*|||,Class 8 Book Solution from Ganit Prabha in Percentage Question No: 11.18,একটি আয়তক্ষেত্রের দৈর্ঘ্য 15% বৃদ্ধি করা হলো এবং প্রস্থ 15% হ্রাস করা হলো । আয়তক্ষেত্রের ক্ষেত্রফল শতকরা কত বৃদ্ধি বা হ্রাস পেলো হিসাব করি ।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/51d4e452c3a1429f25237799fc458ea2?e=16|*|||,Class 8 Book Solution from Miscellaneous in Drawing Parallel Straight Lines Question No: 75,তোমার দেখা একটি ষড়ভূজের ভূমিবিশিষ্ট প্রীজম আকৃতির ঘনবস্তু নাম উল্লেখ করো।,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/523c1d33d0dde9c3c595dcc045f5c991?e=17|*|||,Class 8 Book Solution from Ganit Prabha in Triangular Question No: 10.2.7,গোপালনগরের একটি তাঁত কারখানায় 14 জন তাঁতি 12 দিনে 210টি শাড়ি বুনতে পারেন । পুজোর সময়ে 10 দিনের মধ্যে 300টি শাড়ি যোগান দেওয়ার অর্ডার এলো । সময়মতো সেই শাড়ি যোগান দিতে হলে আরো কতজন তাঁতি নিয়োগ করতে হবে ত্রৈরাশিক পদ্ধতিতে হিসাব করে লিখি ।,VidOnko,English | Bengali
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/526931a8da52863297a00e2004e14792?e=18|*|||,Class 8 Book Solution from Ganit Prabha in GSG and LSG of Algebraic Numbers Question No: 14.5(v),N/A,VidOnko,Bengali | English
http://ndl.iitkgp.ac.in/se_document/vidonko/vidonko/52986ec7f2a6bfd154d1e40016e0cb3f?e=19|*|||,Class 8 Book Solution from Ganit Prabha in Review of Preface Question No: 1.2.14(a),N/A,VidOnko,English | Bengali
